Word,Ham Count,Spam Count,Total Count,Spam Ratio
papist,0,1,1,1.0
evitatil,0,1,1,1.0
labtj,0,1,1,1.0
alles,0,1,1,1.0
janjawe,0,1,1,1.0
gmf,0,1,1,1.0
scrapbookincumb,0,1,1,1.0
bluegrassdemon,0,1,1,1.0
chippewa,0,1,1,1.0
furjvdvxpdmi,0,1,1,1.0
wmaker,0,1,1,1.0
ponta,0,1,1,1.0
cannylinguist,0,1,1,1.0
akakura,0,1,1,1.0
iller,0,1,1,1.0
boethiu,0,1,1,1.0
caballito,0,1,1,1.0
discussionon,0,1,1,1.0
xuiiec,0,1,1,1.0
wabara,0,1,1,1.0
jzvnqocm,0,1,1,1.0
usoncolog,1,0,1,0.0
peuvent,0,1,1,1.0
comedycontract,0,1,1,1.0
eimfpdkt,0,1,1,1.0
ywe,0,1,1,1.0
mndeno,0,1,1,1.0
qra,0,1,1,1.0
choreographcommut,0,1,1,1.0
cdphfl,0,1,1,1.0
guyyork,1,0,1,0.0
crfez,0,1,1,1.0
kczwcwbc,0,1,1,1.0
zolxoft,0,1,1,1.0
theologiancycad,0,1,1,1.0
iphbyspzvjf,0,1,1,1.0
zdyfjsu,0,1,1,1.0
lollta,0,1,1,1.0
aprilfoolday,0,1,1,1.0
jzlkberpp,0,1,1,1.0
ltationbr,0,1,1,1.0
qhxxol,0,1,1,1.0
lerda,0,1,1,1.0
sct,1,0,1,0.0
masinin,0,1,1,1.0
jlieskov,1,0,1,0.0
denett,1,0,1,0.0
baath,0,1,1,1.0
misspent,0,1,1,1.0
palludan,0,1,1,1.0
levaquin,0,1,1,1.0
zvtp,0,1,1,1.0
allumfassenden,0,1,1,1.0
researchbr,0,1,1,1.0
cahxdk,0,1,1,1.0
undernourish,0,1,1,1.0
thomsponvil,1,0,1,0.0
powerh,0,1,1,1.0
beguin,0,1,1,1.0
llarkansan,0,1,1,1.0
haren,0,1,1,1.0
dqbiok,0,1,1,1.0
odon,0,1,1,1.0
customerfirst,1,0,1,0.0
lscze,0,1,1,1.0
conver,0,1,1,1.0
lavaderia,0,1,1,1.0
lqnl,0,1,1,1.0
mvaughan,1,0,1,0.0
inncenot,0,1,1,1.0
pjevack,0,1,1,1.0
hnhvc,0,1,1,1.0
qffss,0,1,1,1.0
sitetour,0,1,1,1.0
aswrinkl,0,1,1,1.0
objectcris,0,1,1,1.0
topak,1,0,1,0.0
earlylarena,0,1,1,1.0
exclusivenbsp,0,1,1,1.0
proceedur,0,1,1,1.0
rozhdestvensko,0,1,1,1.0
laasteriahn,0,1,1,1.0
biiig,0,1,1,1.0
zxhskxfh,0,1,1,1.0
featuresthat,0,1,1,1.0
blokken,0,1,1,1.0
johnj,1,0,1,0.0
indignet,0,1,1,1.0
bushmasterentourag,0,1,1,1.0
connfisc,0,1,1,1.0
avl,0,1,1,1.0
saev,0,1,1,1.0
comptonia,0,1,1,1.0
bordercolordark,0,1,1,1.0
timedieteticsmoon,0,1,1,1.0
frostbiteinf,0,1,1,1.0
prosperemo,0,1,1,1.0
beekeep,0,1,1,1.0
obknvu,0,1,1,1.0
childless,0,1,1,1.0
cyberworld,0,1,1,1.0
berhan,1,0,1,0.0
gordonphoenixl,0,1,1,1.0
npovgl,0,1,1,1.0
winnnipeg,0,1,1,1.0
evedfzjvuj,0,1,1,1.0
folha,0,1,1,1.0
recondit,0,1,1,1.0
interconnected,0,1,1,1.0
arialbfeel,0,1,1,1.0
eigenschaft,0,1,1,1.0
kacal,1,0,1,0.0
comguia,0,1,1,1.0
chemisesav,0,1,1,1.0
vvmcaap,0,1,1,1.0
lothario,0,1,1,1.0
raeocydt,0,1,1,1.0
uwdhtzrrf,0,1,1,1.0
outback,0,1,1,1.0
binderless,0,1,1,1.0
jaimeiceland,0,1,1,1.0
manglemim,0,1,1,1.0
chailli,0,1,1,1.0
kzpzjhvg,0,1,1,1.0
lserna,1,0,1,0.0
resultsi,0,1,1,1.0
yic,0,1,1,1.0
tvvqu,0,1,1,1.0
,0,1,1,1.0
zni,0,1,1,1.0
dgjhpqkf,0,1,1,1.0
ktgpmvkx,0,1,1,1.0
dkt,0,1,1,1.0
zxl,0,1,1,1.0
marketlng,0,1,1,1.0
gjnykgfg,0,1,1,1.0
morozko,0,1,1,1.0
joyof,0,1,1,1.0
tybazomertj,0,1,1,1.0
sathupadit,0,1,1,1.0
xorac,0,1,1,1.0
mtliysq,0,1,1,1.0
parsonresult,0,1,1,1.0
beisel,0,1,1,1.0
jdvgbpytgmnxwj,0,1,1,1.0
hyp,0,1,1,1.0
capitulateapport,0,1,1,1.0
oftbutan,0,1,1,1.0
manent,0,1,1,1.0
oznl,0,1,1,1.0
ldgkcpf,0,1,1,1.0
firemanpraecox,0,1,1,1.0
xtvsobr,0,1,1,1.0
ihpru,0,1,1,1.0
drawallattent,0,1,1,1.0
anythin,0,1,1,1.0
agincourt,0,1,1,1.0
ndgmrnahhgtbrgcozr,0,1,1,1.0
mahalo,0,1,1,1.0
eachoth,0,1,1,1.0
learnmorezzl,0,1,1,1.0
completey,0,1,1,1.0
uksqohcjcun,0,1,1,1.0
fryte,0,1,1,1.0
svuofnw,0,1,1,1.0
qtrgz,0,1,1,1.0
ffeaj,0,1,1,1.0
alifi,0,1,1,1.0
reformolar,0,1,1,1.0
xtbwu,0,1,1,1.0
jsqwo,0,1,1,1.0
nuetral,0,1,1,1.0
trotter,0,1,1,1.0
naturalist,0,1,1,1.0
commandsculptur,0,1,1,1.0
ech,1,0,1,0.0
systemicrosoft,0,1,1,1.0
corney,1,0,1,0.0
shootgun,0,1,1,1.0
sidin,1,0,1,0.0
criptografada,0,1,1,1.0
universita,0,1,1,1.0
rqnfk,0,1,1,1.0
theoretici,1,0,1,0.0
nagoci,0,1,1,1.0
vqoom,0,1,1,1.0
orten,0,1,1,1.0
kramertango,0,1,1,1.0
ggiga,0,1,1,1.0
ecshnmia,0,1,1,1.0
eintract,1,0,1,0.0
blisterwe,0,1,1,1.0
heidigigem,1,0,1,0.0
tcyyzjbxf,0,1,1,1.0
spokespersonoccurr,0,1,1,1.0
gnuci,0,1,1,1.0
xltzo,0,1,1,1.0
fefo,0,1,1,1.0
eglib,0,1,1,1.0
yamcvzqxn,0,1,1,1.0
jyx,0,1,1,1.0
ewchozfbr,0,1,1,1.0
inteno,0,1,1,1.0
dietbulk,0,1,1,1.0
xdwp,0,1,1,1.0
aatkswzvvqbu,0,1,1,1.0
darald,1,0,1,0.0
ydlp,0,1,1,1.0
cntfpybrlkt,0,1,1,1.0
haqyyyegspvxmfc,0,1,1,1.0
gretchenamand,0,1,1,1.0
dfo,0,1,1,1.0
pinkerton,1,0,1,0.0
caspar,0,1,1,1.0
stepheng,1,0,1,0.0
waaaant,0,1,1,1.0
syscodalla,1,0,1,0.0
laxu,0,1,1,1.0
deistic,1,0,1,0.0
pobunjenici,0,1,1,1.0
vestibular,0,1,1,1.0
herzlich,0,1,1,1.0
fmal,0,1,1,1.0
laugher,1,0,1,0.0
xhp,0,1,1,1.0
softzwar,0,1,1,1.0
brengen,0,1,1,1.0
icph,0,1,1,1.0
iokyjddnk,0,1,1,1.0
rkrtdau,0,1,1,1.0
xixluu,0,1,1,1.0
siebo,0,1,1,1.0
pesteshelf,0,1,1,1.0
unequiv,1,0,1,0.0
hizmetlerimiz,0,1,1,1.0
dmabi,0,1,1,1.0
gayemail,0,1,1,1.0
rdggvu,0,1,1,1.0
rigsht,0,1,1,1.0
wclown,0,1,1,1.0
likrtt,0,1,1,1.0
superdom,1,0,1,0.0
wqohygr,0,1,1,1.0
unclutt,1,0,1,0.0
hmq,0,1,1,1.0
mumfgdm,0,1,1,1.0
igtlpx,0,1,1,1.0
kvyswbsqo,0,1,1,1.0
cwwonfidoienti,0,1,1,1.0
benoitjasonp,1,0,1,0.0
estupendo,0,1,1,1.0
gvngvjumi,0,1,1,1.0
datam,1,0,1,0.0
baneberryrhetor,0,1,1,1.0
delorenz,0,1,1,1.0
uciekami,1,0,1,0.0
teur,0,1,1,1.0
hbbbbzhlamsmvzowwp,0,1,1,1.0
integritypharm,0,1,1,1.0
anchoralign,0,1,1,1.0
probem,1,0,1,0.0
czego,1,0,1,0.0
menta,0,1,1,1.0
inteemu,0,1,1,1.0
benutzerhandbuch,0,1,1,1.0
booman,0,1,1,1.0
outrightli,0,1,1,1.0
cyzja,0,1,1,1.0
dpmuh,0,1,1,1.0
zpgbk,0,1,1,1.0
karathano,1,0,1,0.0
jjc,0,1,1,1.0
uqnhj,0,1,1,1.0
sedco,1,0,1,0.0
msxvxle,0,1,1,1.0
oqo,0,1,1,1.0
contracta,0,1,1,1.0
duman,1,0,1,0.0
gentlemanlik,0,1,1,1.0
asiapac,0,1,1,1.0
standford,1,0,1,0.0
comparado,0,1,1,1.0
vjagra,0,1,1,1.0
tsmrfzgcr,0,1,1,1.0
smg,0,1,1,1.0
durchmess,0,1,1,1.0
ceczkp,0,1,1,1.0
yourprofil,0,1,1,1.0
tbffzibu,0,1,1,1.0
viasgra,0,1,1,1.0
florez,1,0,1,0.0
kokura,0,1,1,1.0
diaconu,1,0,1,0.0
fhqbk,0,1,1,1.0
talsylq,0,1,1,1.0
qcyxvynlk,0,1,1,1.0
eicvjzeeyj,0,1,1,1.0
vrgctiy,0,1,1,1.0
drhetp,0,1,1,1.0
cletempoli,0,1,1,1.0
wickk,0,1,1,1.0
imywuca,0,1,1,1.0
arpt,0,1,1,1.0
macbrid,1,0,1,0.0
kog,0,1,1,1.0
puajdqh,0,1,1,1.0
landand,0,1,1,1.0
competir,0,1,1,1.0
proces,0,1,1,1.0
qgdmvlrrp,0,1,1,1.0
brockenhuu,0,1,1,1.0
yoikgubbo,0,1,1,1.0
fffffffont,0,1,1,1.0
pvjhyubgpq,0,1,1,1.0
moeara,1,0,1,0.0
esposo,0,1,1,1.0
convertibleputnam,0,1,1,1.0
spdyeb,0,1,1,1.0
lifelinehomehealth,1,0,1,0.0
thrombosi,0,1,1,1.0
poorhous,1,0,1,0.0
moneyprint,0,1,1,1.0
kdc,0,1,1,1.0
superprior,1,0,1,0.0
direto,0,1,1,1.0
rnclybg,0,1,1,1.0
phenatermtin,0,1,1,1.0
frogspac,0,1,1,1.0
zafmusvi,0,1,1,1.0
twvxuezu,0,1,1,1.0
redcedargath,1,0,1,0.0
gigio,1,0,1,0.0
diedunfortun,0,1,1,1.0
onlinebsn,0,1,1,1.0
jura,0,1,1,1.0
glqmmc,0,1,1,1.0
qxzfsk,0,1,1,1.0
manyihit,0,1,1,1.0
femgqk,0,1,1,1.0
quinsi,0,1,1,1.0
healti,0,1,1,1.0
emkqlz,0,1,1,1.0
decorlac,0,1,1,1.0
xxca,0,1,1,1.0
instrumento,0,1,1,1.0
malapropo,0,1,1,1.0
hwang,1,0,1,0.0
demobil,0,1,1,1.0
dqtkqalmj,0,1,1,1.0
rkhv,0,1,1,1.0
xqdlafjzn,0,1,1,1.0
familienbusi,0,1,1,1.0
efr,0,1,1,1.0
hzhzdk,0,1,1,1.0
yaqtsm,0,1,1,1.0
fgdv,0,1,1,1.0
qzfhntnlthf,0,1,1,1.0
alcvfp,0,1,1,1.0
rnbuxi,0,1,1,1.0
minuciosa,0,1,1,1.0
expressanabel,0,1,1,1.0
ruaqkk,0,1,1,1.0
grassberg,0,1,1,1.0
trherefori,0,1,1,1.0
insouciantneglect,0,1,1,1.0
lpurpos,0,1,1,1.0
itnv,0,1,1,1.0
critieria,1,0,1,0.0
medienprodukt,0,1,1,1.0
wfwpt,0,1,1,1.0
ezeta,0,1,1,1.0
earch,0,1,1,1.0
hirgp,0,1,1,1.0
marech,1,0,1,0.0
zbtnu,0,1,1,1.0
readarticl,1,0,1,0.0
xpg,0,1,1,1.0
wabipk,0,1,1,1.0
krijgt,0,1,1,1.0
ngmnefvaf,0,1,1,1.0
operativesfl,0,1,1,1.0
shui,1,0,1,0.0
vwjdwurl,0,1,1,1.0
famiiy,0,1,1,1.0
picard,0,1,1,1.0
ecpnor,0,1,1,1.0
furthder,0,1,1,1.0
wozglerapr,0,1,1,1.0
testdevelop,0,1,1,1.0
frmula,0,1,1,1.0
roseden,1,0,1,0.0
mutandisbeg,0,1,1,1.0
forgetheartach,0,1,1,1.0
evntqer,0,1,1,1.0
asaieqi,0,1,1,1.0
ayxztj,0,1,1,1.0
porker,0,1,1,1.0
tenanc,0,1,1,1.0
cualitativo,0,1,1,1.0
springvil,1,0,1,0.0
jinghi,0,1,1,1.0
zltl,0,1,1,1.0
perdido,0,1,1,1.0
drvug,0,1,1,1.0
maqifa,0,1,1,1.0
slayer,0,1,1,1.0
behrent,0,1,1,1.0
clgi,0,1,1,1.0
captar,0,1,1,1.0
weeight,0,1,1,1.0
exportar,0,1,1,1.0
fpam,1,0,1,0.0
bjork,0,1,1,1.0
sours,0,1,1,1.0
möglichkeiten,0,1,1,1.0
ascriptiongeophys,0,1,1,1.0
jex,0,1,1,1.0
weeki,0,1,1,1.0
byynchtq,0,1,1,1.0
dne,0,1,1,1.0
idsccrlp,0,1,1,1.0
firuqo,0,1,1,1.0
btkfnf,0,1,1,1.0
assyrian,0,1,1,1.0
wettelijk,0,1,1,1.0
dyuwdgkb,0,1,1,1.0
pasolini,0,1,1,1.0
nonperish,0,1,1,1.0
ngkuhiki,0,1,1,1.0
lyfwnyw,0,1,1,1.0
imiodmk,0,1,1,1.0
santosa,1,0,1,0.0
esiaw,1,0,1,0.0
embeddingrebut,0,1,1,1.0
abductbath,0,1,1,1.0
collidebiometri,0,1,1,1.0
vorgesehen,0,1,1,1.0
weater,1,0,1,0.0
parwt,0,1,1,1.0
paja,0,1,1,1.0
uwzurq,0,1,1,1.0
dextrosesabbat,0,1,1,1.0
alaron,1,0,1,0.0
handheldcorp,0,1,1,1.0
ogzq,0,1,1,1.0
saffel,1,0,1,0.0
soldierr,0,1,1,1.0
kvrz,0,1,1,1.0
prolongada,0,1,1,1.0
continuamo,0,1,1,1.0
xsp,0,1,1,1.0
cooladultsit,0,1,1,1.0
uksdth,0,1,1,1.0
rwf,0,1,1,1.0
valleynosebag,0,1,1,1.0
maugham,0,1,1,1.0
ringhisen,1,0,1,0.0
werbeschaltungen,0,1,1,1.0
kathywhir,0,1,1,1.0
octoberm,1,0,1,0.0
synem,1,0,1,0.0
atún,0,1,1,1.0
carcul,0,1,1,1.0
drgzzcm,0,1,1,1.0
dolbi,0,1,1,1.0
kqlyaaspl,0,1,1,1.0
ohykuj,0,1,1,1.0
zprmuqyam,0,1,1,1.0
ibedi,0,1,1,1.0
katlyn,0,1,1,1.0
ndchsten,0,1,1,1.0
cctrader,0,1,1,1.0
globafinancia,0,1,1,1.0
markm,0,1,1,1.0
fpmapo,0,1,1,1.0
drapeau,1,0,1,0.0
meltingli,0,1,1,1.0
elanyi,0,1,1,1.0
absolutegiftsetc,0,1,1,1.0
disappointe,0,1,1,1.0
jfwnpidwtda,0,1,1,1.0
hamm,0,1,1,1.0
repro,1,0,1,0.0
wdisd,0,1,1,1.0
conjugalbequest,0,1,1,1.0
unruqawo,0,1,1,1.0
basgal,1,0,1,0.0
gravoso,0,1,1,1.0
yourpmedicin,0,1,1,1.0
strangest,0,1,1,1.0
ybhvrkk,0,1,1,1.0
weat,1,0,1,0.0
seminariach,1,0,1,0.0
tdcnufiwb,0,1,1,1.0
profligatechosen,0,1,1,1.0
nnpd,0,1,1,1.0
statelouisiana,0,1,1,1.0
orcomplet,0,1,1,1.0
acworth,0,1,1,1.0
udma,0,1,1,1.0
inefficieci,0,1,1,1.0
iziloov,0,1,1,1.0
arvindh,1,0,1,0.0
giftaffiliatesclub,0,1,1,1.0
evewn,0,1,1,1.0
plansnow,1,0,1,0.0
ankaf,0,1,1,1.0
coroa,0,1,1,1.0
quufajugeng,0,1,1,1.0
sombreturneri,0,1,1,1.0
jadjp,0,1,1,1.0
svehla,1,0,1,0.0
mbso,1,0,1,0.0
thorpejw,0,1,1,1.0
arieen,0,1,1,1.0
ramabil,1,0,1,0.0
ckli,0,1,1,1.0
rdgarr,1,0,1,0.0
rumsal,0,1,1,1.0
linktocash,0,1,1,1.0
hpsale,0,1,1,1.0
apdduo,0,1,1,1.0
gpnjmb,0,1,1,1.0
umljlkmx,0,1,1,1.0
brbp,0,1,1,1.0
acelerada,0,1,1,1.0
yerton,1,0,1,0.0
grincombust,0,1,1,1.0
bgfsh,0,1,1,1.0
ilpri,0,1,1,1.0
sobrepasando,0,1,1,1.0
borer,0,1,1,1.0
spainelcano,0,1,1,1.0
fashandi,0,1,1,1.0
rklng,0,1,1,1.0
economiay,0,1,1,1.0
priorc,1,0,1,0.0
destacamo,0,1,1,1.0
legateeprefac,0,1,1,1.0
rerlp,0,1,1,1.0
zacrek,0,1,1,1.0
hfebqxi,0,1,1,1.0
corbacho,1,0,1,0.0
talana,1,0,1,0.0
acwcwso,0,1,1,1.0
strapon,0,1,1,1.0
rollmanuscript,0,1,1,1.0
corrodedeliri,0,1,1,1.0
hazeljeff,0,1,1,1.0
owf,0,1,1,1.0
gxaxxo,0,1,1,1.0
directoti,0,1,1,1.0
captrad,1,0,1,0.0
previdenciria,0,1,1,1.0
bgyph,0,1,1,1.0
znowu,1,0,1,0.0
qlpinhbo,0,1,1,1.0
agritransl,0,1,1,1.0
blindschoos,0,1,1,1.0
xanak,0,1,1,1.0
kontoihabern,0,1,1,1.0
jolin,0,1,1,1.0
wampu,0,1,1,1.0
silkstock,0,1,1,1.0
warenrealisierung,0,1,1,1.0
crijea,0,1,1,1.0
gallerui,0,1,1,1.0
fulkfamili,1,0,1,0.0
partnerangefordert,0,1,1,1.0
seeger,1,0,1,0.0
htmmap,0,1,1,1.0
diseñar,0,1,1,1.0
arereluct,0,1,1,1.0
linerx,0,1,1,1.0
ucqxjerb,0,1,1,1.0
upsn,1,0,1,0.0
capatici,0,1,1,1.0
favo,0,1,1,1.0
pruner,0,1,1,1.0
vlzkaa,0,1,1,1.0
knownth,0,1,1,1.0
oex,0,1,1,1.0
akira,0,1,1,1.0
tschetter,1,0,1,0.0
revelam,0,1,1,1.0
kapsamlý,0,1,1,1.0
odff,0,1,1,1.0
dlaro,0,1,1,1.0
downloadl,0,1,1,1.0
tanzaniahippi,0,1,1,1.0
wpweuzzusasi,0,1,1,1.0
pcwbta,0,1,1,1.0
geburn,0,1,1,1.0
ovjbocjod,0,1,1,1.0
sewal,1,0,1,0.0
miytlkjlc,0,1,1,1.0
egre,0,1,1,1.0
thegreat,0,1,1,1.0
yhfzat,0,1,1,1.0
vicarafghanistan,0,1,1,1.0
dcprqa,0,1,1,1.0
jnatiq,0,1,1,1.0
tecnico,0,1,1,1.0
colese,0,1,1,1.0
bluemoon,0,1,1,1.0
aqlfjclkr,0,1,1,1.0
vcmh,0,1,1,1.0
gyokqg,0,1,1,1.0
ucqgn,0,1,1,1.0
photoshkop,0,1,1,1.0
fairw,0,1,1,1.0
eligbl,0,1,1,1.0
mortcorp,0,1,1,1.0
dkvseguro,0,1,1,1.0
iprestig,0,1,1,1.0
hnvtsv,0,1,1,1.0
arroyobrook,0,1,1,1.0
natürlich,0,1,1,1.0
yeasp,0,1,1,1.0
bigtimesport,1,0,1,0.0
nyqzlz,0,1,1,1.0
sculler,0,1,1,1.0
villarickshaw,0,1,1,1.0
phaarmacybymal,0,1,1,1.0
newdelhi,1,0,1,0.0
bybdl,0,1,1,1.0
atzcso,0,1,1,1.0
calanth,0,1,1,1.0
dihysjapnpoi,0,1,1,1.0
cicihg,0,1,1,1.0
goldsmithfinagl,0,1,1,1.0
agresorom,0,1,1,1.0
acrb,0,1,1,1.0
firstam,1,0,1,0.0
containedwhat,0,1,1,1.0
vijaglra,0,1,1,1.0
metroo,0,1,1,1.0
chack,1,0,1,0.0
uzvfyb,0,1,1,1.0
woulk,0,1,1,1.0
despairingli,0,1,1,1.0
dtqnyriqf,0,1,1,1.0
inchristian,0,1,1,1.0
intrusivefril,0,1,1,1.0
hquo,0,1,1,1.0
doppelt,0,1,1,1.0
fbelizrg,0,1,1,1.0
owrnif,0,1,1,1.0
kigali,0,1,1,1.0
ssoftwar,0,1,1,1.0
massart,1,0,1,0.0
merchandisethat,0,1,1,1.0
fastemail,0,1,1,1.0
pisin,0,1,1,1.0
thisperceiv,0,1,1,1.0
thupequup,0,1,1,1.0
madudko,1,0,1,0.0
irqustvh,0,1,1,1.0
uyurochkin,0,1,1,1.0
windsombergreat,0,1,1,1.0
seshadhri,1,0,1,0.0
gnasingma,0,1,1,1.0
clsefeh,0,1,1,1.0
cdzynarodowych,1,0,1,0.0
pinkfloywarrior,0,1,1,1.0
rlxkr,0,1,1,1.0
foxborough,1,0,1,0.0
storeown,1,0,1,0.0
cwkqlhix,0,1,1,1.0
likeli,1,0,1,0.0
bgmlmezin,0,1,1,1.0
mrsjoslyn,0,1,1,1.0
timimg,1,0,1,0.0
savlng,0,1,1,1.0
hjplp,0,1,1,1.0
faultfind,0,1,1,1.0
clrra,0,1,1,1.0
contratando,0,1,1,1.0
abaconet,0,1,1,1.0
zfrvye,0,1,1,1.0
aqxptfrr,0,1,1,1.0
sostuvo,0,1,1,1.0
isohp,0,1,1,1.0
ufobi,0,1,1,1.0
htmr,0,1,1,1.0
verger,0,1,1,1.0
rvi,0,1,1,1.0
mvgggshu,0,1,1,1.0
wimmll,0,1,1,1.0
vvlrtucbj,0,1,1,1.0
annunziata,1,0,1,0.0
boatrac,0,1,1,1.0
bedienung,0,1,1,1.0
qdzf,0,1,1,1.0
subtil,0,1,1,1.0
superchapultram,0,1,1,1.0
tvcqaxo,0,1,1,1.0
coupleinfecti,0,1,1,1.0
jram,0,1,1,1.0
cancion,0,1,1,1.0
prickycfg,0,1,1,1.0
zosta,1,0,1,0.0
brinksmanship,1,0,1,0.0
prescriiiiiipt,0,1,1,1.0
rqevn,0,1,1,1.0
joytimereleas,0,1,1,1.0
yankowski,1,0,1,0.0
traf,0,1,1,1.0
unnecesari,1,0,1,0.0
xxxxsupersit,0,1,1,1.0
guarantte,0,1,1,1.0
rfrr,1,0,1,0.0
penha,0,1,1,1.0
indicatingthatit,0,1,1,1.0
dynqo,0,1,1,1.0
voltin,1,0,1,0.0
bhmkx,0,1,1,1.0
beargarden,0,1,1,1.0
bonnier,1,0,1,0.0
adjn,0,1,1,1.0
noshrink,0,1,1,1.0
wostedat,0,1,1,1.0
esperar,0,1,1,1.0
telefônico,0,1,1,1.0
brigss,0,1,1,1.0
wkr,0,1,1,1.0
aquiroz,0,1,1,1.0
asddcr,0,1,1,1.0
honeywellscorch,0,1,1,1.0
dalobica,0,1,1,1.0
sullenwhitlock,0,1,1,1.0
afnwdsh,0,1,1,1.0
resubscrib,1,0,1,0.0
lyuqfr,0,1,1,1.0
crural,0,1,1,1.0
ysou,0,1,1,1.0
hôpital,0,1,1,1.0
efectuars,0,1,1,1.0
wptgv,0,1,1,1.0
izouaft,0,1,1,1.0
kurti,0,1,1,1.0
permitiram,0,1,1,1.0
dqaon,0,1,1,1.0
qab,0,1,1,1.0
iikjr,0,1,1,1.0
qrtgwhkxh,0,1,1,1.0
xox,0,1,1,1.0
volv,0,1,1,1.0
barrchriso,0,1,1,1.0
rdgqg,0,1,1,1.0
tweyxwyc,0,1,1,1.0
cwelch,0,1,1,1.0
tiffanytrox,1,0,1,0.0
ogfosl,0,1,1,1.0
scana,1,0,1,0.0
polymeta,0,1,1,1.0
dlm,0,1,1,1.0
britishdiaphan,0,1,1,1.0
minenfeld,0,1,1,1.0
arrangecanaver,0,1,1,1.0
fbbvwk,0,1,1,1.0
rrent,0,1,1,1.0
synhrgi,1,0,1,0.0
aam,0,1,1,1.0
mewpg,0,1,1,1.0
montagekalamazoo,0,1,1,1.0
thhhhisss,0,1,1,1.0
fercmidwest,1,0,1,0.0
stadim,0,1,1,1.0
saladcheckbook,0,1,1,1.0
yavgw,0,1,1,1.0
btblfqzmaa,0,1,1,1.0
outsp,0,1,1,1.0
proteolyt,0,1,1,1.0
wibg,0,1,1,1.0
jnelson,1,0,1,0.0
cartoonist,0,1,1,1.0
nipj,0,1,1,1.0
ivd,0,1,1,1.0
endgustavu,0,1,1,1.0
zofi,0,1,1,1.0
melamina,0,1,1,1.0
qheouk,0,1,1,1.0
apurada,0,1,1,1.0
expediac,1,0,1,0.0
sentthemeasur,0,1,1,1.0
begrant,1,0,1,0.0
cpum,0,1,1,1.0
ockeghem,0,1,1,1.0
shedoesitallnight,0,1,1,1.0
kulvind,1,0,1,0.0
dirtyblondel,0,1,1,1.0
excllus,0,1,1,1.0
lpour,0,1,1,1.0
tsawyer,1,0,1,0.0
darran,1,0,1,0.0
okbliing,0,1,1,1.0
nguqu,0,1,1,1.0
substainti,1,0,1,0.0
deikbxsj,0,1,1,1.0
savthought,0,1,1,1.0
imwpnpbr,0,1,1,1.0
ephdnxdmob,0,1,1,1.0
gaao,1,0,1,0.0
secretaría,0,1,1,1.0
cjorduaif,0,1,1,1.0
nonperform,1,0,1,0.0
ylbafsepgjv,0,1,1,1.0
mheraclid,0,1,1,1.0
jugginghildebrand,0,1,1,1.0
toplumesajci,0,1,1,1.0
drbu,0,1,1,1.0
rochman,1,0,1,0.0
sherryl,1,0,1,0.0
lmyrkuvo,0,1,1,1.0
staft,1,0,1,0.0
equitytrustag,0,1,1,1.0
vilgr,0,1,1,1.0
qnvioul,0,1,1,1.0
aqyok,0,1,1,1.0
redfish,1,0,1,0.0
djnqdl,0,1,1,1.0
welaxr,0,1,1,1.0
qujtgs,0,1,1,1.0
notificaci,0,1,1,1.0
erl,1,0,1,0.0
diubewbr,0,1,1,1.0
weddingstationeri,0,1,1,1.0
venden,0,1,1,1.0
klegu,0,1,1,1.0
cultuar,0,1,1,1.0
cokc,0,1,1,1.0
hiigh,0,1,1,1.0
freebe,0,1,1,1.0
dicocco,1,0,1,0.0
pyracantha,0,1,1,1.0
hlgajr,0,1,1,1.0
includesecomog,0,1,1,1.0
kief,0,1,1,1.0
gqdndd,0,1,1,1.0
aggravateboylston,0,1,1,1.0
skerik,1,0,1,0.0
msaurnej,0,1,1,1.0
manumiss,0,1,1,1.0
resolutionmulti,0,1,1,1.0
johng,1,0,1,0.0
coomfort,0,1,1,1.0
vassili,0,1,1,1.0
vonolmosatkirekpup,0,1,1,1.0
xzfbaxb,0,1,1,1.0
argentinia,1,0,1,0.0
qgfxqe,0,1,1,1.0
uwrerh,0,1,1,1.0
complient,0,1,1,1.0
readywindow,0,1,1,1.0
genuegt,0,1,1,1.0
dlsappoint,0,1,1,1.0
kqosdxafa,0,1,1,1.0
xrv,0,1,1,1.0
askthat,0,1,1,1.0
lxqat,0,1,1,1.0
prelimari,1,0,1,0.0
zbbpfwbfg,0,1,1,1.0
diffenc,1,0,1,0.0
afeslb,0,1,1,1.0
vapf,0,1,1,1.0
passl,0,1,1,1.0
société,0,1,1,1.0
iful,0,1,1,1.0
letzten,0,1,1,1.0
eyedirec,0,1,1,1.0
onmt,0,1,1,1.0
iofbwg,0,1,1,1.0
ffisn,0,1,1,1.0
zlqul,0,1,1,1.0
fertilis,1,0,1,0.0
oariti,0,1,1,1.0
unbeatabla,0,1,1,1.0
malena,0,1,1,1.0
pjfzea,0,1,1,1.0
gqjv,0,1,1,1.0
mgimbl,1,0,1,0.0
ucjnln,0,1,1,1.0
apduprov,0,1,1,1.0
bqil,0,1,1,1.0
stopimpot,0,1,1,1.0
yomamacaesar,0,1,1,1.0
jmagrud,1,0,1,0.0
axlgb,0,1,1,1.0
maharashstra,1,0,1,0.0
forwardnfidentiai,0,1,1,1.0
pjisi,0,1,1,1.0
hooxtso,0,1,1,1.0
cmofvon,0,1,1,1.0
amh,1,0,1,0.0
dyy,0,1,1,1.0
zub,1,0,1,0.0
vtznedvi,0,1,1,1.0
whjoinfre,0,1,1,1.0
